PubMed_IDs_R,PMC_IDs_R
"38158022, 38137450, 37968625, 37789469, 37780399, 37769878, 37697924, 37396394, 37330043, 37311584, 37279927, 37160121, 36857810, 36694316, 36661300, 36551259, 36524121, 36501183, 36466854, 36336872, 35520278, 29126510, 27748673, 27478130, 25844958, 22772738, 20839313, 18725221, 16454844, 38259178, 38257863, 38257292, 38257172, 38256892, 38256249, 38249970, 38248065, 38247868, 38247834, 38244236, 38244138, 38243814, 38243807, 38243153, 38243152, 38241516, 38238335, 38237812, 38236926, 38181823, 38133321, 38044504, 38029189, 38018424, 38016701, 38004817, 37981746, 37935653, 37769622, 37681235, 37646895, 37602044, 37446182, 37339849, 37337469, 37317246, 37265220, 37246133, 37189634, 35574751, 38260918, 38260273, 38259178, 38257863, 38257292, 38257172, 38257141, 38256892, 38256689, 38256499, 38256249, 38255819, 38255764, 38255652, 38255320, 38255263, 38254378, 38253407, 38253109, 38250840","10802798, 10802103, 10801996, 10801906, 10801737, 10801499, 10801329, 10801245, 10801034, 10800938, 10800916, 10800910, 10800816, 10800778, 10800726, 10800607, 10800556, 10800483, 10800390, 10800374, 10798037, 10730444, 10710508, 10715050, 10692673, 10579261, 10457203, 10346351, 10676803, 10632506, 10292843, 10269629, 10562887, 10508358, 10485105, 10359611, 10287023, 10261989, 10224556, 10173096, 10801996, 10801906, 10801737, 10801633, 10801329, 10800816, 10800726, 10800459, 10800390, 10800300, 10800050, 10799778, 10799034, 10798732, 10798365, 10797890, 10797727, 10797188, 10797064, 10796463"
"38257292, 38172977, 38111141, 38070932, 38002268, 38002251, 37979446, 37978573, 37887947, 37885336, 37861390, 37834076, 37756666, 37739064, 37738641, 37732778, 37727374, 37715899, 37685345, 37669386, 19201770, 38054256, 37956249, 37894314, 37806279, 37774039, 37740761, 37523213, 37370191, 37335372, 37335014, 37184747, 37183784, 37169818, 37129565, 37108339, 36895784, 36545755, 36206229, 36049413, 35887337","10756948, 10750682, 10742135, 10691777, 10748599, 10729740, 10694675, 10694659, 10694213, 10620936, 10602853, 10580376, 10542011, 10544250, 10473604, 10374308, 10348771, 10344424, 10319011, 10684872, 10801004, 10799860, 10798763, 10795475, 10794784, 10793534, 10792359, 10791579, 10790246, 10789731, 10786347, 10786005, 7615501, 10778210, 10777159, 10776410, 10773282, 10773171, 10768444, 10760069"
"33819486, 31842491, 24120477, 38243324, 38236326, 38217278, 38156400, 38139373, 38138587, 38132266, 38127803, 38125685, 38085149, 38065857, 38058270, 38056916, 38040100, 38036883, 38022524, 38003220, 38002764, 37997130, 37989058","10801245, 10800570, 10800517, 10799425, 10792240, 10788349, 10787895, 10786891, 10786037, 10781860, 10781648, 10781083, 10780608, 10780407, 10780108, 10778651, 10778174, 10773252, 10770396, 10768021, 10798254, 10791902, 10788349, 10781648, 10780108, 10770396, 10769263, 10764363, 10761684, 10755720, 10745814, 10734486, 10732075, 10730553, 10728431, 10728168, 10726795, 10726568, 10721144, 10720271"
"38260691, 38260161, 38253125, 38250663, 38248728, 38247057, 38244822, 38238924, 38235142, 38232092, 38231156, 38226451, 38225740, 38218743, 38216242, 38215193, 38212394, 38212123, 38203593, 38203207, 38218733, 38148080, 38126210, 38035341, 38018553, 37989896, 37964239, 37918887, 37899462, 37861565, 37849565, 37843094, 37754520, 37754493, 37747149, 37662007, 37646980, 37629016, 37626285, 37574481","10574425, 10507020, 10484098, 10303510, 9816373, 9488797, 9274501, 8959594, 8873960, 8656972, 8621464, 8313253, 7781625, 9816373, 9488797, 9274501, 8959594, 8873960, 8656972, 7781625, 10802069, 10800938, 10800802, 10800726, 10800390, 10800374, 10799778, 10797727, 10796490, 10794746, 10794284, 10794237, 10792990, 10792057, 10792041, 10790698, 10790697, 10788067, 10787657, 10786625"
"37697336, 37111022, 37006985, 36927749, 36713411, 35163137, 34684400, 34305428, 33884251, 33737936, 33641182, 33572978, 33230079, 31531314, 31524013, 31244924, 30883691, 30418545, 30153307, 29780153, 38233383, 38181823, 38172977, 38145852, 38049007, 38022496, 37951044, 37936449, 37868958, 37834076, 37807005, 37798913, 37780399, 37770568, 37749611, 37734910, 37726590, 37630322, 37603745, 37532297, 38084103, 38068838, 38026194, 37963876, 37942478, 37447212, 37393618, 37191444, 37110329, 37104918, 36941128, 36812782, 36801011, 36566008, 36270778, 36266581, 36159798, 36014759, 35935130, 35535330, 37808771, 37532297, 37400966, 36155972, 36077306, 35711544, 35407469, 35240193, 35102343, 34735907, 34290057, 33933753, 33920650, 33788019, 33123130, 32988394, 31819956, 31362418, 30489199, 30334342, 35711544, 35407469, 32525764, 29670469, 29670278, 28784429, 24201219, 22268894, 18286646, 15094864, 12732366, 7701249, 8395694, 1512051, 1972294, 38258906, 38255764, 38253109, 38235606, 38197962, 38193202, 38186999, 38175840, 38172992, 38171429, 38158022, 38154276, 38142236, 38130639, 38129886, 38115636, 38113752, 38113649, 38084103, 38081366","10801044, 10800207, 10794557, 10794206, 10779912, 10745760, 10730444, 10721521, 10711280, 10695851, 10642346, 10566198, 10531513, 10530622, 10525089, 10509535, 10505982, 10498800, 10464718, 10407893, 10801044, 10800778, 10800207, 10799530, 10799510, 10796628, 10794557, 10794284, 10794206, 10791968, 10790761, 10786400, 10783092, 10781708, 10780906, 10779912, 10779485, 10778228, 10778104, 10778031"
"38040695, 37077923, 36431320, 35930123, 35264972, 35014851, 34640466, 34417961, 34007138, 33930197, 33775573, 33691543, 33487265, 33216324, 33198376, 33027478, 32947565, 32397525, 32356352, 31568551, 26487367, 26261005, 25531553","10802852, 10802683, 10802180, 10802135, 10801734, 10801662, 10801519, 10801451, 10801343, 10801144, 10801121, 10801111, 10801084, 10801064, 10800918, 10800886, 10800673, 10800592, 10800370, 10800337, 10776015, 10781952, 10761908, 10751508, 10669313, 10638504, 10604082, 10581629, 10580657, 10579228, 10542942, 10496276, 10466008, 10358040, 10342839, 10317681, 10257858, 10454693, 10452654, 10318382"
"37748815, 35694541, 34747049, 34033998, 33116416, 33099085, 30619271, 28883695, 28207769, 27113480, 23185435, 22349829, 21830269, 21305742, 38233383, 38223446, 38220140, 38200624, 38199515, 38197962, 38193202, 38163004, 38156400, 38085149, 38068838, 38057834, 38022496, 38014192, 38002251, 37995775, 37975549, 37884352, 37789469, 37748815, 38233383, 37479963, 36778265, 36759174, 36537314, 34956195, 34792672, 34557865, 34163519, 33645438, 33225975, 32256204, 32161943, 31766534, 31695780, 30392450, 29844587, 28976231, 28946660, 28385331","10801737, 10801516, 10798900, 10797776, 10797658, 10797616, 10794945, 10794775, 10794282, 10793898, 10792763, 10792630, 10790560, 10790211, 10790003, 10789657, 10786404, 10786400, 10784627, 10782069, 10798900, 10797776, 10792763, 10790560, 10790211, 10786400, 10782069, 10781034, 10780911, 10780847, 10780432, 10780023, 10779485, 10778651, 10778179, 10777949, 10776247, 10775451, 10772839, 10770137"
"37907139, 37880581, 37870434, 37827341, 37512580, 37475852, 37475705, 37178481, 37000926, 36764096, 36745039, 36603566, 36232813, 36222368, 36137935, 35993338, 35985255, 35820429, 35792493, 35748839, 38173174, 38113649, 38070244, 38066482, 38065263, 37995775, 37976930, 37968554, 37925254, 37907144, 37901448, 37899202, 37873040, 37859409, 37850313, 37780399, 37759722, 37747308, 37740137, 37732778, 35273097, 34226674, 34120187, 33381606, 32929275, 32117262, 31533032, 31324740, 30951392, 28124082, 27062602, 27011900, 26965517, 26163585, 25723057, 10741863, 8757634","7729732, 7091813"
"38258906, 38245781, 38243565, 38217678, 38206426, 38199574, 38154825, 38144422, 38135729, 38134391, 38110881, 38104569, 38101846, 38096956, 38095246, 38072359, 38064817, 38054256, 38051719, 38030248, 37714427, 36875135, 36034703, 35464463, 35264446, 33061522, 32782948, 32117262, 32029881, 31711184, 31324740, 30792246, 30556140, 29988119, 28158397, 21908056, 20980995, 17614973, 17291291, 12016128","10800916, 10800390, 10800207, 10799778, 10799404, 10794237, 10793689, 10788728, 10788479, 10788467, 10784722, 10784652, 10781684, 10780932, 10780214, 10779386, 10778705, 10778329, 10777956, 10776710, 10802811, 10802110, 10801443, 10801080, 10800962, 10800916, 10800816, 10800399, 10800207, 10799621, 10798845, 10798254, 10797922, 10797652, 10797358, 10796945, 10796788, 10794784, 10794775, 10794567"
"38260869, 38259457, 38259106, 38258906, 38257933, 38257139, 38256841, 38256159, 38256146, 38255939, 38255909, 38255683, 38255299, 38255150, 38254686, 38254526, 38253555, 38253323, 38250970, 38249593","10802843, 10801584, 10800978, 10800499, 10799603, 10799433, 10797874, 10795832, 10794784, 10794555, 10794439, 10794142, 10792979, 10792970, 10792909, 10792649, 10792266, 10792142, 10791883, 10790434"
"38260910, 38260869, 38260539, 38260245, 38260015, 38259967, 38259509, 38259457, 38259106, 38258906, 38258357, 38257283, 38257189, 38257160, 38257155, 38257139, 38257133, 38256841, 38256146, 38255939, 38232552, 38189627, 38171017, 38111640, 38022683, 38003758, 37985877, 37902602, 37888992, 37873282, 37872770, 37869650, 37867968, 37799720, 37767872, 37730461, 37663255, 37605096, 37594277, 37569753","10800980, 10800864, 10800421, 10800354, 10797797, 10797449, 10797246, 10795290, 10794728, 10794540, 10792970, 10790450, 10789500, 10789353, 10788724, 10788501, 10788067, 10787895, 10786922, 10785082"
"37794486, 37577144, 37293566, 37215145, 37191444, 35804761, 35367341, 35295917, 35210367, 34869783, 34818549, 34722615, 34675385, 34646390, 34635586, 34633858, 34506733, 34311349, 34170110, 34149693","10716368, 10695944, 10691071, 10784854, 10662443, 10602672, 10506954, 10495941, 10445337, 10390090, 10680608, 8606763, 10637330, 10621930, 10522922, 10448237, 10380421, 10357745, 10348436, 10178864"
"38258906, 38181823, 38177086, 38164789, 38052229, 38044504, 38036883, 37980492, 37933950, 37876938, 37818653, 37780399, 37739064, 37580334, 37519211, 37515676, 37508557, 37491256, 37487380, 37468316, 38246520, 38163708, 38123053, 38075867, 38069197, 37976930, 37922567, 37919307, 37891901, 37864000, 37848840, 37803644, 37779327, 37704122, 37516511, 37504267, 37494667, 37479963, 37327932, 37064870","10801642, 10801599, 10800824, 10800356, 10800180, 10798867, 10797329, 10797317, 10794616, 10794555, 10794491, 10793618, 10792648, 10792063, 10791883, 10791612, 10790726, 10788173, 10786371, 10785350, 10802857, 10802846, 10802843, 10802164, 10802000, 10801654, 10801642, 10801637, 10801542, 10801520, 10801495, 10801471, 10800908, 10800824, 10800806, 10800748, 10800499, 10800370, 10800063, 10799955"
"33737936, 28631311, 27604348, 26181108, 22293328, 16547276, 38255320, 38253407, 38253109, 38250840, 38247834, 38243324, 38240554, 38231408, 38223446, 38222957, 38217849, 38214563, 38211712, 38203373, 38187473, 38186999, 38176897, 38168138, 38159410, 38158022, 38259106, 38258019, 38254659, 38254195, 38252188, 38244627, 38236100, 38234846, 38229003, 38218870, 38216047, 38215865, 38212383, 38200064, 38195684, 38192401, 38188628, 38185061, 38172612, 38169295, 38260914, 38254451, 38253125, 38252188, 38229087, 38218095, 38198924, 38182845, 38180365, 38164798, 38160470, 38159175, 38150707, 38138183, 38132113, 38118418, 38096593, 38093985, 38054607, 38053996","9877450, 9712597, 9616619, 9072605, 9007364, 8957039, 8952415, 8636109, 8634848, 8358663, 8298503, 8269208, 8002992, 7734211, 7437060, 7464758, 7382806, 7268675, 6903327, 6757053"
"38165179, 38138026, 38044504, 38037542, 37892541, 37876938, 37807005, 37789460, 37741962, 37736865, 37662255, 37630561, 37558022, 37479833, 37117227, 36939337, 36839309, 36793854, 36735734, 36681226, 38258906, 38255916, 38248826, 37849974, 37813075, 37789469, 37774039, 37630561, 37577378, 37536268, 37527838, 37512580, 37504267, 37475705, 37346749, 37298868, 37274655, 37273853, 37246133, 37205927, 26218526, 21545711, 19271150","10801516, 10794567, 10785269, 10781698, 10778593, 10778587, 10778579, 10773537, 10772794, 10772689, 10767244, 10763180, 10762267, 10761579, 10760207, 10758498, 10757109, 10749722, 10748144, 10741126"
"38259293, 38255890, 38255689, 38211636, 38203211, 38203207, 38199516, 38157685, 38155880, 38145852, 38139446, 38137351, 38137038, 38131241, 38092990, 38076865, 38073530, 38069198, 38068763, 38065935, 33315794","10800968, 10800327, 10799347, 10798626, 10797790, 10797736, 10797286, 10796890, 10796827, 10795532, 10795359, 10794567, 10794466, 10792809, 10790703, 10781680, 10779333, 10779152, 10779127, 10777551, 6927459, 7874691, 10800986, 10800720, 10800455, 10799778, 10798737, 10798725, 10796180, 10795475, 10794638, 10794337, 10790656, 10790450, 10787430, 10787251, 10785555, 10784726, 10783804, 10782699, 10782058, 10781420"
"38168315, 36879227, 36303759, 35915508, 35382875, 37938227, 34079525, 32917275, 32702114, 31502536, 31484741, 30333179, 29145425, 27255738, 26056565, 24451229, 23028285, 38255374, 38253592, 38253366, 38250086, 38242881, 38242742, 38234799, 38233102, 38224398, 38224070, 38223789, 38223472, 38223214, 38222327, 38216225, 38214966, 38214651, 38214609, 38213813, 38213277","10802164, 10801936, 10801542, 10800936, 10800908, 10800294, 10800207, 10800192, 10799955, 10799637, 10799611, 10799232, 10798901, 10798567, 10798557, 10798086, 10797911, 10796342, 10796268, 10795693, 10802952, 10802376, 10801950, 10801661, 10801040, 10800856, 10800830, 10800599, 10799937, 10799933, 10799888, 10799528, 10799515, 10799232, 10798679, 10798254, 10797952, 10797911, 10797890, 10797728"
"38159177, 38140602, 37991197, 37704417, 37625844, 37607867, 37559405, 37146710, 36761777, 36603698, 36527595, 36521801, 36479846, 36173663, 36147669, 36094731, 36036788, 35967391, 35940633, 35921415, 38260423, 38260361, 38260290, 38260043, 38259466, 38259388, 38259082, 38258348, 38256960, 38256080, 38256070, 38255998, 38255982, 38255960, 38255314, 38255297, 38255203, 38254883, 38254747, 38254664","10802857, 10799315, 10797823, 10797366, 10796654, 10794941, 10794017, 10793199, 10792491, 10792357, 10791612, 10789753, 10789637, 10789049, 10787224, 10785488, 10784822, 10783935, 10781968, 10781745, 10803173, 10803170, 10803169, 10803167, 10802873, 10802843, 10802798, 10802203, 10802164, 10802133, 10802127, 10802037, 10801954, 10801946, 10801661, 10801652, 10801641, 10801634, 10801584, 10801471"
"37879443, 36187924, 33858496, 33256852, 33233812, 33143725, 31390840, 29168653, 28403629, 27753040, 25778469, 25636897, 25280443, 24356563, 22038115, 21278247, 20477525, 17101318, 12881718","10803070, 10802914, 10802843, 10802129, 10802000, 10801732, 10801642, 10801599, 10801026, 10800976, 10800970, 10800968, 10800960, 10800824, 10800748, 10800548, 10800505, 10800421, 10800401, 10800382"
"38260892, 38259358, 38259106, 38257864, 38257851, 38257189, 38256945, 38256252, 38255781, 38255381, 38254702, 38250318, 38249475, 38249471, 38249346, 38248848, 38248817, 38247399, 38243343, 38243314","10763643, 10758620, 10749198, 10740858, 10740628, 10734472, 10730138, 10728628, 10728334, 10722151, 10719068, 10701447, 10699869, 10691024, 10792974, 10774218, 10767986, 10757936, 10744766, 10732080, 10803162, 10802228, 10801906, 10801814, 10801670, 10801499, 10801388, 10801385, 10801245, 10801200, 10801111, 10801044, 10801022, 10800916, 10800910, 10800802, 10800605, 10800390, 10800374, 10800366, 10801633, 10800077, 10797194, 10794847, 10794781, 10791977, 10790245, 10789742, 10787224, 10785306, 10785256, 10782954, 10782853, 10781740, 10781639, 10778210, 10776599, 10776395, 10775985, 10774300"
"38187068, 38163563, 38110432, 38081681, 37996424, 37973854, 37970337, 37811884, 37718526, 37679334, 37632589, 37610843, 37594275, 37594113, 37558683, 37527738, 37490949, 37488850, 37484327, 37480978","10802002, 10801964, 10801916, 10797614, 10796067, 10795742, 10795377, 10795258, 10794740, 10794144, 10791622, 10790564, 10787693, 10784349, 10783423, 10783000, 10782763, 10781630, 10778844, 10778704, 10801902, 10801847, 10801484, 10801028, 10800501, 10800097, 10800045, 10799428, 10799095, 10797790, 10796923, 10796176, 10796124, 10795994, 10795361, 10795290, 10795160, 10794946, 10794945, 10794928"
"38010252, 37935200, 37804179, 37729939, 37538309, 37299584, 37088524, 36946001, 36451711, 36423335, 36364911, 36176661, 20301424, 35719821, 35664270, 35664267, 35068755, 34988697, 34755831, 34461351","10802852, 10802843, 10802793, 10802043, 10801237, 10800934, 10800820, 10800675, 10800613, 10800548, 10800356, 10800207, 10800063, 10799910, 10799779, 10799603, 10799433, 10799341, 10798901, 10798777, 10803171, 10803071, 10802983, 10802976, 10802907, 10802901, 10802894, 10802874, 10802857, 10802811, 10802801, 10802229, 10802203, 10802188, 10802178, 10802160, 10802150, 10802141, 10802109, 10802101"
"38261085, 38261035, 38260681, 38260642, 38260554, 38259617, 38259491, 38259477, 38259437, 38259090, 38259081, 38258781, 38258383, 38257934, 38257930, 38257923, 38257880, 38257319, 38257296, 38256787, 37279755, 36003270, 35484157, 34407825, 31136644, 30014616","10798151, 10797755, 10795173, 10792215, 10789952, 10785544, 10783361, 10781844, 10781445, 10779232, 10772674, 10769808, 10769503, 10768079, 10762218, 10761539, 10757096, 10755115, 10752926, 10752808, 10799603, 10793199, 10793141, 10786909, 10781608, 10779093, 10779007, 10778391, 10777458, 10777036, 10774906, 10769144, 10768935, 10758030, 10757493, 10751999, 10743749, 10739765, 10736105, 10734006, 10803036, 10802958, 10802798, 10802717, 10802158, 10802141, 10801221, 10801218, 10801020, 10800370, 10800337, 10799955, 10799603, 10799500, 10799433, 10799401, 10799372, 10799046, 10798865, 10798695"
"38234968, 37935566, 37451424, 37154878, 37055935, 36672126, 35685361, 35661061, 35032045, 34946543, 34638579, 34582963, 34305609, 34166773, 33631669, 33557398, 33447049, 33138314, 32719312, 32581782","10802965, 10802355, 10802180, 10800984, 10800898, 10800890, 10800854, 10800826, 10800778, 10800392, 10800157, 10800071, 10800045, 10799984, 10799534, 10799530, 10799153, 10798993, 10798976, 10798873, 10803100, 10800854, 10799927, 10799122, 10797559, 10796549, 10796478, 10795779, 10794668, 10793092, 10792909, 10789242, 10787832, 10787269, 10786367, 10786022, 10781976, 10781945, 10779148, 10777823"
"38260493, 38259967, 38259106, 38255299, 38245349, 38242419, 38236384, 38235493, 38233503, 38231867, 38227652, 38227487, 38218477, 38216112, 38203833, 38181526, 38176639, 38175853, 38175650, 38170169, 38260330, 38172620, 38148496, 38091992, 37645712, 37475473, 37402745, 37124094, 37097211, 37077241, 36840551, 36778328, 36728960, 36572917, 36444049, 36439854, 36244477, 36224642, 36183774, 36121168","10802939, 10802797, 10802577, 10802069, 10801996, 10801984, 10801902, 10801633, 10801385, 10801329, 10801247, 10801245, 10801191, 10801151, 10801086, 10800990, 10800968, 10800928, 10800916, 10800842, 10802577, 10802347, 10802316, 10802103, 10802097, 10801686, 10801569, 10801520, 10801267, 10801247, 10801240, 10801166, 10801050, 10801046, 10800986, 10800976, 10800840, 10800814, 10800746, 10800607, 10774559, 10742005, 10717196, 10714217, 10706260, 10784651, 10761146, 10755953, 10753818, 10741911, 10703426, 10680473, 10674418, 10662325, 10662004, 10620747, 10614106, 10598309, 10536303, 10535528"
"37807043, 35782128, 35048071, 34748542, 32917759, 32802279, 32099013, 30624596, 30202918, 30128187, 23861384","10802055, 10800477, 10800306, 10799627, 10792915, 10791921, 10788781, 10788634, 10782415, 10782058, 10778640, 10776612, 10773723, 10773056, 10772081, 10771377, 10761718, 10759727, 10758208, 10758184, 10792057, 10773723, 10766425, 10745134, 10741417, 10740494, 10731813, 10709208, 10763682, 10760068, 10740531, 10731997, 10729600, 10666316, 10664798, 10636641, 10614001, 10606600, 10589153, 10485154"
"38257161, 38243560, 38243314, 38229321, 38229144, 38226896, 38224573, 38218942, 38218283, 38212353, 38203510, 38202672, 38201190, 38196050, 38189047, 38187273, 38184182, 38180617, 38179001, 38173486","10802205, 10801633, 10801627, 10800944, 10800900, 10799998, 10799986, 10798963, 10797999, 10797776, 10796818, 10796786, 10796716, 10796645, 10794783, 10794775, 10794017, 10793385, 10792970, 10791000, 10802180, 10801902, 10801734, 10801670, 10801642, 10801599, 10801245, 10801200, 10801062, 10801024, 10800986, 10800944, 10800910, 10800824, 10800680, 10800556, 10800550, 10800505, 10800451, 10800421"
"38247004, 38245675, 38229497, 38177971, 38163063, 38146569, 38075872, 38052042, 38048806, 38019696, 38006054, 37951290, 37951020, 37944278, 37935785, 37931292, 37927361, 37904830, 37893576, 37875044","10802969, 10802926, 10802811, 10801996, 10801670, 10801599, 10801499, 10801111, 10801052, 10801048, 10800916, 10800778, 10800775, 10800578, 10800366, 10800207, 10800157, 10799955, 10799925, 10793722, 10800846, 10799925, 10799553, 10798361, 10795389, 10794557, 10794505, 10794284, 10793876, 10793291, 10792057, 10787657, 10785534, 10784856, 10783141, 10783044, 10782069, 10781979, 10779912, 10779485"
"38240255, 38196658, 38103783, 38097893, 37966818, 37961596, 37945755, 37897659, 37853187, 37824081, 37820580, 37790573, 37788671, 37781572, 37689061, 37679637, 37676766, 37662930, 37640732, 37610265, 38260264, 38250069, 38249467, 38241393, 38207021, 38191142, 38173716, 38172683, 38169968, 38168231, 38167945, 38157140, 38156384, 38147125, 38130396, 38128533, 38091405, 38072196, 38072139, 38066398","10803162, 10802969, 10802926, 10802798, 10802234, 10802158, 10802103, 10802069, 10802051, 10801996, 10801988, 10801906, 10801873, 10801737, 10801734, 10801732, 10801670, 10801660, 10801633, 10801592, 10803130, 10802125, 10801996, 10801938, 10801524, 10800840, 10800736, 10800594, 10800529, 10800473, 10800467, 10800392, 10799345, 10799341, 10799280, 10799018, 10798976, 10798931, 10798747, 10798732, 10801996, 10801732, 10801243, 10801044, 10800980, 10800840, 10800820, 10800816, 10800207, 10800091, 10799884, 10799726, 10799530, 10799412, 10799341, 10799056, 10798986, 10798976, 10798517, 10798041"
"34521877, 33708219, 33417947, 31718865, 30189243, 28988729, 28516208, 28506851, 28443380, 27775867, 27225312, 26490482, 26410782, 24210353, 24210352, 24055551, 23297192, 21848517, 19671378, 19552682, 38186194, 38183642, 38178177, 38146799, 38136967, 38092402, 38077382, 38027265, 38016183, 38010885, 38002908, 38002141, 37999519, 37975475, 37965096, 37952774, 37928538, 37926306, 37916337, 37908934","10803031, 10801527, 10801518, 10801391, 10800960, 10800914, 10800509, 10800401, 10799947, 10799847, 10799834, 10799631, 10799499, 10798984, 10798399, 10798361, 10798254, 10797224, 10797108, 10796913, 10801022, 10800605, 10800578, 10799778, 10797776, 10794655, 10794557, 10794505, 10794284, 10794237, 10794235, 10793689, 10793679, 10790698, 10789628, 10787489, 10785269, 10785002, 10781979, 10780998"
"38140307, 36983640, 36182776, 34542150, 33908740, 33207993, 33141758, 32873760, 32376096, 32092217, 31530116, 31323357, 31181286, 30372552, 30200405, 30149380, 29880866, 29760546, 29728642, 29718224, 37705420, 36788671, 36725090, 36500995, 36434414, 35956316, 34206152, 33450982, 33370028, 32351501, 31642067, 31032975, 26635320, 26247961, 25887458, 25051714, 23636012","10803070, 10802914, 10802843, 10802793, 10802754, 10802474, 10802129, 10802000, 10801708, 10801599, 10801402, 10801162, 10801062, 10801026, 10801004, 10800980, 10800976, 10800970, 10800968, 10800960, 10802171, 10802000, 10801990, 10801916, 10801533, 10800505, 10799955, 10799929, 10799855, 10799313, 10799099, 10797874, 10797466, 10797287, 10797194, 10797146, 10796770, 10796611, 8171221, 10796236"
"38056856, 38050216, 38031010, 37875813, 37673353, 37310423, 36814280, 36647940, 36112976, 35983167, 34465900, 34315239, 34249452, 34163106, 34078320, 34009033, 33967552, 33952552, 33910614, 33827161, 38249987, 38249955, 38228613, 38214864, 38212781, 38178058, 38109100, 38107651, 38074444, 38061914, 38060164, 38059712, 38040644, 38035749, 38032024, 38028633, 38020848, 38020079, 38008525, 38007047","10803166, 10803162, 10803070, 10803068, 10802967, 10802918, 10802857, 10802846, 10802843, 10802810, 10802793, 10802683, 10802590, 10802449, 10802404, 10802317, 10802272, 10802234, 10802212, 10802203, 10799387, 10799082, 10797811, 10794769, 10792984, 10792482, 10788834, 10788586, 10786383, 10785673, 10785303, 10785081, 10784494, 10781435, 10780500, 10780176, 10779339, 10778844, 10778479, 10777407"
"38236930, 38218870, 38189743, 38185331, 38184074, 38172662, 38172637, 38162021, 38152404, 38124090, 38123577, 38113758, 38111515, 38102166, 38093012, 38065985, 38040697, 38038432, 38016480, 38007005, 31998276","10803070, 10802793, 10801852, 10801633, 10801563, 10801542, 10801484, 10801008, 10800661, 10800529, 10800501, 10800421, 10800405, 10799929, 10799913, 10799862, 10799834, 10799726, 10799305, 10799291, 10801052, 10800968, 10800692, 10800370, 10800228, 10800207, 10800079, 10799802, 10799387, 10798254, 10797188, 10796589, 10796020, 10795397, 10795180, 10794949, 10794555, 10794540, 10794287, 10792979"
"37916013, 37839510, 37547246, 37118283, 37006285, 36676937, 35844557, 35563761, 35349942, 35003328, 34713485, 34311221, 33831734, 32661593, 31689561, 31539852, 31391093, 30854931, 30245726, 30032785","10801496, 10801191, 10800968, 10800720, 10800690, 10800207, 10799913, 10799631, 10799430, 10798956, 10798254, 10797874, 10796874, 10796805, 10796611, 10796559, 10795824, 10795821, 10794491, 10794012, 10800968, 10798254, 10796805, 10796559, 10794012, 10791939, 10789961, 10789731, 10788081, 10786651, 10786347, 10784643, 10783977, 10781419, 10779293, 10778542, 10778255, 10778186, 10778082, 10772281"
"36747766, 36162004, 34883389, 33550886, 30228258, 29414937, 26779178, 23951007, 20413095, 38078655, 38053995, 37992406, 37985659, 37971273, 37770990, 37739064, 37734419, 37710309, 37630490, 37427832, 37375022, 37283756, 37010413, 36927391, 36830905, 36816618, 36798310, 36747766, 36656595","10803166, 10802857, 10802846, 10802843, 10802683, 10802208, 10802203, 10802164, 10802000, 10801956, 10801654, 10801642, 10801637, 10801636, 10801542, 10801520, 10801495, 10801471, 10801350, 10801243, 10802857, 10802843, 10802208, 10802158, 10802000, 10801956, 10801642, 10801637, 10801243, 10801197, 10801154, 10801028, 10800980, 10800970, 10800968, 10800960, 10800908, 10800864, 10800748, 10800505"
