PubMed_IDs_TP,PubMed_IDs_FP,PubMed_IDs_R
"30943912, 28782508","38011570, 37172104, 36332012, 36332011, 33072113, 32644940, 32433949, 31434738, 31189952, 30897205, 30131803, 27870882, 27861815, 24643764, 22989687, 22316065, 19240755, 17762787, 16160156, 12055256, 36332008, 38077339, 38061868, 38031731, 38016013, 38013140, 37949669, 37865091, 37807915, 37680154, 37658268, 37648263, 37545765, 37539746, 37523237, 37505225, 37341508, 37327322, 37261717, 37236326, 37195862, 38241400, 38236791, 38235135, 38233816, 38225437, 38164135, 38160480, 38149929, 38143762, 38134881, 38134199, 38129594, 38127423, 38127070, 38115107, 38086420, 38076957, 38074750, 38053998, 38048805, 36332011, 29128674, 26269452, 23733880, 23319737, 23149660, 21312192, 20427394, 20068222, 19387433, 16081812, 38183111, 38182929, 38135026, 38091985, 38065369, 38042034, 37909993, 37884280, 37874322, 37865091, 37864146, 37764666, 37707607, 37545498, 37539746, 37491001, 37392972, 37377962, 37267251, 37261089","33006494, 6481117"
"38257863, 38133321, 38054580, 38024289, 38019873, 37805634, 37734910, 37720571, 37672855, 37588005, 37526424, 37512838, 37509618, 37444313, 37385329, 37324319, 37250025, 37151884, 37049583, 36836254","37843887, 37537336, 37138601, 36788626, 36677477, 35977400, 35836413, 35744736, 35714082, 35531325, 35437888, 34550284, 34455803, 34088939, 34012005, 33627512, 33436440, 32803363, 32599660, 31982454, 38019122, 37039637, 36315517, 36212537, 36040343, 35658516, 35638728, 35389782, 35259160, 35146465, 35084301, 34680891, 34643995, 34431703, 34407780, 34387940, 34253732, 34180607, 34103074, 34055726, 38225567, 38175648, 38155709, 38112529, 38091828, 38085805, 38050977, 38046281, 37990543, 37967715, 37963057, 37936955, 37934729, 37916326, 37902454, 37892181, 37891586, 37863341, 37860112, 37819633","37843887, 37537336, 37138601, 36788626, 36677477, 35977400, 35836413, 35744736, 35714082, 35531325, 35437888, 34550284, 34455803, 34088939, 34012005, 33627512, 33436440, 32803363, 32599660, 31982454, 38260869, 38260868, 38259170, 38258023, 38257996, 38257897, 38257863, 38257283, 38257188, 38257139, 38256252, 38256037, 38255161, 38254911, 38254888, 38254195, 38252939, 38252460, 38252232, 38251877, 38260960, 38259293, 38259281, 38259268, 38257962, 38257165, 38256127, 38255133, 38254702, 38253323, 38249477, 38248439, 38248338, 38244908, 38243955, 38243841, 38243562, 38241546, 38238389, 38237944"
,"37987904, 37727808, 37604238, 37237590, 37180976, 37165550, 36880749, 36687564, 36650445, 36620054, 36386679, 36174929, 36033837, 35947011, 35694213, 35681015, 35509078, 35404108, 35365081, 35151353, 34039428, 34734352, 34039428, 31754146, 34039428","38054728, 37987904, 37612289, 37604238, 37471128, 37237590, 37113238, 36880749, 36828537, 36386679, 36259361, 35572406, 35509078, 35365081, 35354286, 35256725, 35216302, 35151353, 34835065, 34627155"
"38165179, 38149632, 38115028, 38110547, 38108386, 38066426, 38051969, 38046822, 38010886, 37972721, 37967575, 37947307, 37932270, 37909786, 37873588, 37860069, 37844527, 37842912, 37805634, 37759696","38144163, 38095449, 37960281, 37805278, 37764715, 37630719, 37513682, 37384745, 37323145, 37303926, 37187354, 37108739, 37106999, 36980799, 36945445, 36709262, 36472532, 36442719, 36308543, 36185096, 38255150, 38251338, 38213622, 38189339, 38187399, 38183219, 38177086, 38093822, 38068758, 38058405, 38053417, 38010871, 37998812, 37983635, 37940357, 37932328, 37918451, 37914662, 37894882, 37877104, 37611168, 37290868, 37279755, 36529951, 35717467, 35623569, 35395818, 34836426, 34795267, 34081399, 34027999, 33924343, 33810796, 33756190, 33717028, 33517194, 33462312, 33239636, 33127812, 32732991, 38247858, 38237552, 38223254, 38201157, 38199499, 38195684, 38187688, 38176598, 38176407, 38168563, 38168087, 38167002, 38163724, 38151568, 38129049, 38126758, 38114447, 38111463, 38051995, 38050530","38247591, 38243250, 38233647, 38226866, 38200798, 38199446, 38192401, 38180978, 38173971, 38149632, 38142398, 38115028, 38110975, 38073489, 38052127, 38035341, 37965344, 37952849, 37925877, 37896176, 38243250, 38233647, 38190406, 38164172, 38165179, 38149777, 38149632, 38115028, 38110547, 38108386, 38073489, 38066426, 38051969, 38046822, 38010886, 38002360, 37972721, 37967575, 37966243, 37947307"
"38259389, 38258906, 38258020, 38257863, 38255916, 38255150, 38248835, 38247868, 38246590, 38244236, 38241751, 38238335, 38233198, 38227799, 38226896, 38225565, 38219386, 38203843, 38203747, 38203712","38251754, 38235115, 38182056, 38181327, 38095406, 38088363, 38081560, 38013843, 37956106, 37949918, 37933637, 37898177, 37888650, 37865271, 37856184, 37852029, 37817680, 37767684, 37749243, 37746797, 38181327, 38089694, 38081560, 38054690, 38028424, 38026507, 38026506, 38010097, 37994483, 37993569, 37970964, 37967959, 37920885, 37901413, 37891051, 37885023, 37880380, 37868673, 37837561, 37802610, 38258675, 38250850, 38250842, 38241661, 38235834, 38232816, 38226938, 38188262, 38187726, 38183648, 38181327, 38180084, 38172512, 38172101, 38166694, 38165394, 38159096, 38157699, 38154666, 38151735, 38258675, 38072428, 38028424, 38017632, 38013843, 37779754, 37654487, 37580564, 37380070, 37321353, 37243019, 37169575, 37056446, 36928249, 36912718, 36560458, 36532656, 36498922, 36458507, 36321821, 37056446, 34822190, 34806775, 37767684, 37380070, 37376409, 37349223, 37169575, 37077470, 37056446, 36723646, 36532656, 36498922, 36249342, 36238929, 35848521, 35624518, 35392091, 35387045, 35384115, 35272714, 35266570, 34806775, 38247999, 38194049, 38128531, 38028424, 38026507, 38010097, 37970964, 37935073, 37880380, 37837561, 37779527, 37767684, 37758407, 37675215, 37660731, 37643821, 37633752, 37632050, 37614152, 37578030","38261373, 38261282, 38261258, 38261090, 38261019, 38260960, 38260940, 38260914, 38260910, 38260906, 38260901, 38260900, 38260893, 38260892, 38260889, 38260887, 38260881, 38260877, 38260871, 38260869, 38260918, 38260273, 38259389, 38259178, 38258906, 38258020, 38257863, 38257292, 38257172, 38257141, 38256892, 38256689, 38256499, 38256249, 38255916, 38255819, 38255764, 38255652, 38255320, 38255263"
"38259389, 38258906, 38258020, 38257863, 38255916, 38255150, 38248835, 38247868, 38246590, 38244236, 38241751, 38238335, 38233198, 38227799, 38226896, 38225565, 38219386, 38203843, 38203747, 38203712","38235377, 38215076, 38201282, 38175445, 38139868, 38138609, 38136414, 38136362, 38123696, 38114800, 38111584, 38111188, 38109114, 38099606, 38092509, 38066895, 38066872, 38058209, 38053840, 38014060, 38252421, 38240344, 38177531, 38170787, 38167704, 38139260, 38128397, 38096371, 38095536, 38046539, 38037057, 38017105, 38007585, 37989777, 37966113, 37961674, 37945692, 37941480, 37932786, 37919300, 36531117, 34580292, 30409290, 30065968, 26125439, 25064737, 25023286, 23019217, 22527182, 21824245, 21113147, 20624457, 19369968, 18297287, 17703234, 16478725, 16229017, 15613543, 38238444, 38225454, 38201607, 38185587, 38174649, 38167338, 38162144, 38154977, 38145739, 38132393, 38125768, 38108611, 38092509, 38091953, 38071343, 38066241, 38050458, 38033488, 38026788, 38007372, 36531117, 34580292, 30409290, 30065968, 26125439, 25064737, 25023286, 23019217, 22527182, 21824245, 21113147, 20624457, 19369968, 18297287, 17703234, 16478725, 16229017, 15613543, 38259442, 38254706, 38253870, 38252421, 38250970, 38245529, 38243227, 38242196, 38241703, 38240344, 38237141, 38236532, 38236531, 38233701, 38230823, 38216003, 38215076, 38213321, 38211590, 38201282","38261373, 38261282, 38261258, 38261090, 38261019, 38260960, 38260940, 38260914, 38260910, 38260906, 38260901, 38260900, 38260893, 38260892, 38260889, 38260887, 38260881, 38260877, 38260871, 38260869, 38260918, 38260273, 38259389, 38259178, 38258906, 38258020, 38257863, 38257292, 38257172, 38257141, 38256892, 38256689, 38256499, 38256249, 38255916, 38255819, 38255764, 38255652, 38255320, 38255263"
"38158691, 38147604, 38133321, 38124090, 38094217, 38078655, 38059748, 38038481, 38038385, 38005855, 37990426, 37971273, 37940667, 37897434, 37861390, 37774039, 37772795, 37771255, 37739064, 37734419","38247473, 38236896, 38136611, 38114804, 38101861, 38097589, 38091314, 38078719, 38048368, 38021876, 38004824, 38000209, 37963701, 37951691, 37924001, 37890785, 37890783, 37883602, 37877586, 37868996, 34610296, 26664988, 34610296, 34610296, 34610296, 38258334, 38257860, 38255978, 38239730, 38199304, 38186208, 38184812, 38183000, 38182365, 38146050, 38144113, 38133332, 38128774, 38128283, 38118305, 38116885, 38112628, 38100547, 38096285, 38095374","38236841, 38124090, 38096689, 38078655, 37800577, 37770177, 37702461, 37652387, 37609055, 37603558, 37569567, 37543728, 37400966, 37358420, 37158497, 37145326, 37125198, 37105104, 36945126, 36927391"
"38225565, 38194476, 38191834, 38138026, 38078699, 38054580, 38044504, 37951857, 37940667, 37936149, 37935653, 37932270, 37882604, 37849974, 37836432, 37805634, 37789460, 37774039, 37739064, 37734419","38036154, 37890668, 37783809, 37713848, 37509607, 37407236, 37349125, 37331708, 37251324, 37244629, 37052491, 37024582, 36993328, 36835228, 36771106, 36713567, 36517414, 36194131, 36149602, 36142655, 38186579, 38180633, 38177198, 38172792, 38167440, 38158550, 38147452, 38108211, 38099606, 38099288, 38093594, 38092145, 38084702, 38077400, 38073586, 38065409, 38062450, 38062443, 38045683, 38042786, 38063332, 37917349, 37802156, 37731020, 37512582, 37310720, 37298566, 36752580, 36358726, 36170179, 35970177, 35965551, 35954376, 35524452, 35342344, 35331175, 35160173, 35127176, 34741022, 34385421, 38254212, 38243357, 38239488, 38223851, 38212656, 38172712, 38172468, 38161124, 38160800, 38148664, 38146655, 38111159, 38104795, 38077163, 38073420, 38068956, 38035361, 38017183, 38005338, 38001817","38241896, 38201863, 38199196, 38193259, 38169859, 38113632, 38042287, 38037542, 38029177, 38003718, 37990616, 37967008, 37902616, 37902008, 37900123, 37894161, 37880759, 37877781, 37813785, 37812367"
"38259389, 38258906, 38258020, 38257863, 38255916, 38255150, 38248835, 38247868, 38246590, 38244236, 38241751, 38238335, 38233198, 38227799, 38226896, 38225565, 38219386, 38203843, 38203747, 38203712","38177560, 38144528, 37709624, 37565289, 37512809, 37369462, 37348162, 37326363, 37270847, 37076565, 36999887, 36766817, 36714945, 36654529, 36528236, 36410923, 36302789, 36115807, 36114955, 36114826, 38260999, 38212325, 38152278, 38124204, 38109713, 38077157, 38055645, 38050190, 37966669, 37923799, 37865041, 37842106, 37834032, 37813201, 37809069, 37792769, 37743521, 37735874, 37718459, 37659202, 38260445, 38259082, 38255821, 38244725, 38243937, 38242280, 38241189, 38236692, 38235705, 38226217, 38224723, 38223704, 38218503, 38216883, 38216102, 38214343, 38213247, 38212810, 38212325, 38212003, 34282029","38260869, 38259457, 38259106, 38258906, 38257933, 38257139, 38256841, 38256159, 38256146, 38255939, 38255909, 38255683, 38255299, 38255150, 38254686, 38254526, 38253555, 38253323, 38250970, 38249593"
"38259106, 38255265, 38249980, 38242997, 38239362, 38237601, 38227933, 38227652, 38224478, 38221621, 38220540, 38218985, 38218816, 38211733, 38196658, 38196273, 38185382, 38181823, 38179773, 38179241","34999740, 34607939, 34519539, 34312385, 33897682, 38146118, 37993788, 37788543, 37685260, 37520557, 37506745, 37333646, 37166335, 37063863, 36917669, 36512097, 36389833, 36268016, 36232710, 36174771, 36068292, 36038709, 35995830, 35869848, 35865538, 34312385, 1330897, 34312385, 32778404, 10916751, 6236262","38260522, 38254898, 38254069, 38250071, 38245855, 38244740, 38244614, 38242867, 38238609, 38238340, 38236787, 38236545, 38235375, 38232703, 38232660, 38231165, 38221530, 38216766, 38216287, 38215983"
"38258906, 38257292, 38251507, 38246590, 38243324, 38235606, 38220553, 38220140, 38211590, 38199515, 38199135, 38198849, 38196386, 38193202, 38186999, 38172977, 38170255, 38169708, 38168574, 38165564, 38259389, 38258906, 38257139, 38255916, 38252282, 38247868, 38247459, 38246590, 38244236, 38241751, 38239508, 38236446, 38233198, 38232665, 38227962, 38227799, 38226896, 38222911, 38219386, 38214657, 37935074, 36868479, 36747766, 36162004, 35900107, 35518840, 35371619, 34883389, 34126769, 33777833, 33710922, 33629501, 33550886, 33396408, 33255175, 31866067, 31624723, 30977112, 30228258, 30222063","38259965, 38255322, 38249787, 38247803, 38246174, 38243672, 38243006, 38241400, 38241360, 38240927, 38239560, 38239346, 38238790, 38233074, 38231411, 38231291, 38229911, 38228679, 38226976, 38223593","38260914, 38260555, 38260022, 38258906, 38257190, 38257151, 38255801, 38255734, 38249807, 38248449, 38246133, 38245637, 38245596, 38244648, 38244513, 38243343, 38239365, 38235490, 38235147, 38230936, 33550886, 37764666, 36821043, 36044853, 35471119, 34911745, 33550886, 32942172, 32855978, 32513301, 32350141, 31796949, 31553906, 31372995, 31214623, 30873168, 30753547, 30511938, 30097293, 29760082, 29515025"
"38197634, 38007572, 37595951, 37314693, 37122632, 36709599, 36596826, 36594489, 36594243, 36536466, 36534254, 36208084, 35921778, 35684007, 35386224, 35373097, 35222309, 35080177, 35032662, 34777363","38239049, 38231412, 38227006, 38218451, 38212672, 38204488, 38203593, 38203404, 38199852, 38199143, 38197938, 38192010, 38186161, 38184001, 38183302, 38183299, 38177221, 38168845, 38167399, 38157001, 35572572, 34777363, 27885969, 26197390, 27885969, 34777363, 38056896, 38010706, 37467715, 36090298, 36071219, 35222392, 34777363, 34707604, 34487545, 34403789, 34262560, 33927311, 33916809, 33415155, 33329550, 33304583, 32880861, 32255769, 32209636, 31984629","38247591, 38228675, 38216767, 38178148, 38163934, 38146388, 38143858, 38140684, 38128726, 38116809, 38060422, 38030275, 38029168, 38019490, 38016344, 37978573, 37974101, 37970093, 37956849, 37901245"
"38259389, 38258906, 38258020, 38257863, 38255916, 38255150, 38248835, 38247868, 38246590, 38244236, 38241751, 38238335, 38233198, 38227799, 38226896, 38225565, 38219386, 38203843, 38203747, 38203712","38260375, 38257743, 38254719, 38249300, 38244748, 38239974, 38228858, 38225365, 38223743, 38221914, 38218209, 38215158, 38204789, 38193726, 38190086, 38188633, 38188304, 38187621, 38180085, 38178138, 38259440, 38259062, 38257981, 38257834, 38257827, 38257809, 38257774, 38257761, 38257748, 38257727, 38254816, 38252473, 38251379, 38250866, 38249470, 38248100, 38245116, 38244225, 38242053, 38239099, 38257809, 38257759, 38246037, 38243141, 38242374, 38242284, 38242059, 38236791, 38236006, 38235617, 38235135, 38230952, 38228670, 38226976, 38226175, 38225365, 38223489, 38223432, 38222948, 38219683, 38258680, 38242374, 38238807, 38229040, 38219759, 38216563, 38211599, 38190404, 38184005, 38182705, 38170993, 38166733, 38165923, 38151591, 38140590, 38128044, 38127359, 38112157, 38104361, 38101407, 38259435, 38258595, 38257818, 38257808, 38257797, 38257794, 38257750, 38256787, 38251367, 38245527, 38244614, 38244395, 38244266, 38243270, 38242053, 38241834, 38241476, 38241259, 38240590, 38240571","38261000, 38260098, 38259822, 38259624, 38259618, 38259493, 38259488, 38259479, 38258917, 38257800, 38256932, 38256356, 38256187, 38255822, 38255314, 38254989, 38254941, 38254695, 38254687, 38254640"
"38258906, 38258020, 38248835, 38246590, 38233198, 38226896, 38219386, 38203747, 38203712, 38196386, 38194476, 38191834, 38181823, 38178260, 38177086, 38172977, 38165179, 38164789, 38163708, 38154402","34126112, 32566099, 32066788, 29756138, 22723415, 19632289, 17910967, 10198321, 34885050, 38255317, 38251657, 38242989, 38239248, 38202141, 38193866, 38191437, 38190579, 38186453, 38179750, 38146608, 38108390, 38108373, 38066805, 38029034, 38001907, 38001742, 37916344, 37907018, 37893479, 37515543, 34885050, 34269112, 33208031, 38258804, 38251590, 38247098, 38247095, 38247094, 38243929, 38236405, 38232410, 38228884, 38222251, 38221567, 38220193, 38218351, 38200410, 38192674, 38191939, 38188065, 38186393, 38184460, 38183594","38257780, 38253735, 38192234, 38171566, 38141042, 38113274, 37972642, 37906150, 37866826, 37856945, 37843887, 37834005, 37766256, 37679419, 37587483, 37583589, 37575969, 37525143, 37513766, 37463032"
"38259389, 38258906, 38258020, 38257863, 38255916, 38255150, 38248835, 38247868, 38246590, 38244236, 38241751, 38238335, 38233198, 38227799, 38226896, 38225565, 38219386, 38203843, 38203747, 38203712","38261095, 38261068, 38261023, 38260874, 38260681, 38260451, 38259074, 38258910, 38258877, 38258027, 38258017, 38258013, 38257981, 38257966, 38257941, 38257876, 38257875, 38257869, 38257865, 38257342, 37362942, 37073345, 37073345, 37073345, 37073345","38261399, 38261322, 38261310, 38261245, 38261243, 38261226, 38261148, 38261113, 38261091, 38261035, 38261031, 38260915, 38260913, 38260905, 38260895, 38260878, 38260870, 38260751, 38260714, 38260515"
"38257172, 38255320, 38255150, 38248835, 38231408, 38230664, 38224533, 38203747, 38203712, 38191834, 38190238, 38189580, 38181823, 38172977, 38168138, 38163708, 38163085, 38158691, 38156400, 38151490","34339295, 37768061, 37330837, 37316087, 37067418, 37056707, 36894875, 36792880, 36701951, 36557756, 36504816, 36309437, 36276476, 35372114, 35341314, 35112431, 35096651, 34935430, 34817761, 34700184, 34626217, 38257905, 38257241, 38228017, 38215523, 38213508, 38201091, 38152121, 38143857, 38084272, 38055827, 38047707, 38006983, 37968407, 37954098, 37929338, 37924150, 37923857, 37882845, 37833514, 37806363, 34339295, 27496726, 25408252, 21640583, 23437527, 15158396, 8552633","38261322, 38261226, 38261012, 38260913, 38260881, 38260878, 38260877, 38260751, 38260681, 38260613, 38260510, 38260444, 38260349, 38260033, 38259930, 38259105, 38259104, 38258334, 38258123, 38258017, 38260918, 38260273, 38259389, 38259178, 38258906, 38258020, 38257863, 38257292, 38257172, 38257141, 38256892, 38256689, 38256499, 38256249, 38255916, 38255819, 38255764, 38255652, 38255320, 38255263"
