PubMed_IDs_FP,PMC_IDs_FP
"38260616, 38239626, 38236062, 38227527, 38226689, 38216551, 38203654, 38203216, 38201225, 38199972, 38198891, 38198357, 38196837, 38191913, 38191487, 38189384, 38179058, 38178599, 38175245, 38169575, 36288851, 35518787, 34438248, 34293352, 34145034, 33859739, 33853342, 33574674, 33116416, 33099085, 32879054, 32377731, 32376245, 32317048, 32241279, 32188584, 31783316, 31703598, 31296243, 31046834","10802577, 10802320, 10800990, 10800934, 10800680, 10800542, 10800185, 10799807, 10799627, 10799372, 10799130, 10799058, 10798368, 10798254, 10797634, 10797625, 10797591, 10797042, 10796697, 10796437, 10803068, 10803031, 10802950, 10802734, 10802055, 10801990, 10801950, 10801633, 10801584, 10801261, 10801222, 10800990, 10800986, 10800966, 10800942, 10800720, 10800704, 10800663, 10800515, 10800501, 10801633, 10798153, 10797016, 10796529, 10796020, 10795318, 10794281, 10793291, 10793249, 10793180, 10793070, 10791135, 10790820, 10788193, 10787371, 10786651, 10785779, 10784701, 10783113, 10783085"
"38243324, 38236326, 38217278, 38156400, 38139373, 38138587, 38132266, 38127803, 38125685, 38085149, 38065857, 38058270, 38056916, 38040100, 38036883, 38022524, 38003220, 38002764, 37997130, 37989058, 36857629, 36222922, 38261311, 38261255, 38261254, 38261253, 38261247, 38261157, 38261080, 38261006, 38260951, 38260917, 38260911, 38260713, 38260658, 38260637, 38260625, 38260617, 38260616, 38260583, 38260519, 38260508, 38211712, 38179052, 38177426, 37983927, 37943983, 37753470, 36922861, 36817436, 36782103, 36462502, 36353619, 36311726, 35328501, 33359089, 32915959, 32753478, 32428507, 32386055, 32230977, 28428272","10802668, 10800892, 10800824, 10797797, 10796252, 10796040, 10795976, 10795290, 10794555, 10794270, 10793952, 10793104, 10792970, 10792813, 10792350, 10789753, 10789353, 10787895, 10786844, 10786655"
"38254759, 38213030, 38211583, 38180028, 38177093, 38143762, 37993788, 37990907, 37891435, 37881436, 37788543, 37750245, 37686141, 37675596, 37662941, 37649599, 37585383, 37515456, 37506745, 37463649, 38242656, 38223867, 38200007, 38182926, 38170546, 38143762, 38123740, 38095049, 38070782, 38054523, 38048805, 38041026, 38033005, 38025484, 38019237, 37950790, 37939049, 37931352, 37910159, 37895207","10752795, 10781810, 10711339, 10454845, 10422028, 10384908, 10250203, 10414282, 10483795, 10475355, 10472352, 10404081, 10386669, 10331545, 10316083, 10294147, 10253041, 10209192, 10167400, 10110616"
"38258020, 38248835, 38244236, 38227799, 38219386, 38203747, 38203712, 38178260, 38177086, 38172977, 38168274, 38165179, 38163708, 38154402, 38151490, 38141180, 38140362, 38137947, 38133321, 38128748, 38260869, 38257283, 38252232, 38251385, 38249465, 38243180, 38236713, 38234990, 38229613, 38229455, 38224719, 38222969, 38219667, 38218094, 38215844, 38205394, 38200885, 38199521, 38175654, 38175238, 38029177, 36520866, 35350651, 30483182, 26879888, 25283058, 25218302, 25193136, 25139561, 25088698, 25068410, 24943800, 24814048, 24796972, 24768681, 38261322, 38261237, 38261222, 38261091, 38261085, 38261031, 38260886, 38260681, 38260200, 38259903, 38259588, 38259485, 38259409, 38259081, 38258968, 38258722, 38258383, 38258202, 38258128, 38258104","10801024, 10800976, 10798621, 8171221, 10795319, 10792222, 10791625, 10788036, 10786653, 10782971, 10782970, 10778711, 10777988, 10777017, 10775536, 10773654, 10772566, 10770497, 10766263, 10763231"
"38256164, 38254804, 38249491, 38239921, 38229305, 38222203, 38214992, 38205017, 38192285, 38185173, 38163195, 38156683, 38151924, 38147780, 38146449, 38145708, 38138045, 38128981, 38128305, 38114556, 38259099, 38251262, 38251254, 38251252, 38249298, 38248637, 38248529, 38246905, 38245675, 38241420, 38237944, 38236384, 38235890, 38235493, 38233843, 38231267, 38230544, 38229455, 38227272, 38225145","10801484, 10801237, 10799807, 10798156, 10797706, 10797142, 10796451, 10795167, 10794542, 10792972, 10792964, 10792458, 10792197, 10792174, 10792057, 10791016, 10790824, 10789940, 10789594, 10788340"
"38245559, 38194250, 38137420, 38117752, 38111045, 38072921, 38035330, 38034794, 38026962, 38013040, 37984469, 37956491, 37954597, 37952487, 37940081, 37881518, 37867243, 37866741, 37844745, 37827300, 38260709, 38259471, 38244725, 38219573, 38218816, 38216081, 38212473, 38205925, 38199196, 38187281, 38186188, 38179047, 38175326, 38170954, 38170734, 38169328, 38165470, 38157815, 38154627, 38154470, 37788001, 37576540, 33528793, 32360784, 31070671, 27688755, 21254899, 12606319","10802693, 10802407, 10802006, 10801726, 10801369, 10801309, 10801090, 10801004, 10800952, 10800886, 10800808, 10800298, 10800209, 10800207, 10800201, 10800099, 10799994, 10799937, 10799598, 10799534"
"38199372, 38183944, 38098883, 38098672, 38088308, 38053218, 38049822, 38029116, 38007133, 38004740, 38003760, 37806429, 37779711, 37768925, 37764116, 37541500, 37494747, 37487899, 37457968, 37360114, 36334897, 37647292, 37209828, 36744213, 36602574, 36421923, 36264144, 35878927, 35451003, 35202886, 35187990, 35176510, 34302623, 34279029, 33636214, 32745530, 32126853, 31247945, 31055233, 30483216, 30379940, 36334897","10803185, 10802969, 10801964, 10801662, 10801627, 10801599, 10801499, 10801240, 10801112, 10800818, 10800552, 10800376, 10800188, 10800186, 10799508, 10798485, 10798397, 10798054, 10798013, 10797713"
"38260914, 38260105, 38259463, 38258513, 38258428, 38258052, 38258034, 38256950, 38256910, 38256686, 38256611, 38256329, 38256282, 38256267, 38256115, 38256077, 38255849, 38255804, 38255233, 38254451, 37996010, 37889696, 37832861, 37813655, 37783432, 37741129, 37731552, 37721853, 37512164, 37417726, 37107248, 37029953, 36983043, 36932908, 36924566, 36907322, 36815313, 36716903, 36638280, 36527389, 38201301, 38142953, 38125474, 38094094, 38012745, 37855043, 37794629, 37788409, 37741129, 37676892, 37524663, 37485534, 37439364, 37376217, 37268260, 37241015, 37170891, 37029953, 36999962, 36980265","10801633, 10801417, 10800840, 10800298, 10799726, 10799122, 10798153, 10797782, 10797080, 10797016, 10796529, 10796020, 10795318, 10794281, 10793291, 10793249, 10793180, 10793070, 10791622, 10791616"
"38257851, 38257151, 38252387, 38249299, 38248642, 38245560, 38245515, 38243270, 38242772, 38241360, 38237991, 38236818, 38235783, 38235532, 38235139, 38235129, 38234880, 38231219, 38231217, 38231214, 33208449, 28241897, 27838381, 23401169, 21178092, 17217564, 17092369, 15284380, 14512034, 10052805, 8672754, 38251682, 38227137, 38225603, 38215184, 38190406, 38187373, 38175686, 38171932, 38168909, 38166412, 38159236, 38157273, 38155974, 38154164, 38145548, 38136994, 38112999, 38112997, 38110348, 38097986","10803172, 10803068, 10803032, 10803027, 10803024, 10802956, 10802952, 10802868, 10802828, 10802815, 10802751, 10802668, 10802619, 10802610, 10802592, 10802562, 10802508, 10802459, 10802405, 10802364"
"38254566, 38169126, 38068732, 38061552, 37999323, 37979711, 37878066, 37870862, 37861536, 37854239, 37754544, 37674975, 37661068, 37598925, 37582724, 37470119, 37457684, 37455136, 37337008, 37254688, 38254588, 38245349, 38244075, 38242419, 38240375, 38238814, 38237031, 38236896, 38236100, 38235736, 38235595, 38225111, 38217470, 38214657, 38213792, 38213140, 38203833, 38200352, 38197259, 38196273","10800928, 10798505, 10797698, 10795477, 10794846, 10790128, 10789799, 10789077, 10787741, 10786415, 10781714, 10781694, 10779796, 10778781, 10777654, 10777619, 10774619, 10774378, 10772629, 10771860, 10803183, 10803179, 10803176, 10803130, 10803106, 10803023, 10803015, 10802929, 10802901, 10802895, 10802875, 10802861, 10802857, 10802852, 10802839, 10802780, 10802762, 10802726, 10802722, 10802700"
"38235435, 37608803, 36939007, 36790695, 36744896, 36073806, 35524113, 35414589, 35151353, 34825778, 34453168, 34133198, 33813118, 33767340, 33109753, 32777809, 32694128, 31681429, 31465960, 31348818, 38038441, 37996810, 37968965, 37824740, 37615198, 37102867, 36900081, 36721781, 36541780, 36475896, 36292670, 36258257, 35713513, 35130833, 34319802, 34292157, 34113324, 33790876, 32974545, 31738775","10803068, 10801633, 10800936, 10800599, 10800180, 10799888, 10799603, 10799534, 10799528, 10799232, 10798921, 10798563, 10798557, 10798501, 10798004, 10797890, 10797559, 10797287, 10796707, 10796474, 10802916, 10799888, 10797295, 10788437, 10784156, 10783787, 10781928, 10776227, 10774414, 10773988, 10772219, 10761896, 10759212, 10757699, 10756557, 10748056, 10739910, 10723395, 10723302, 10721849"
"38258026, 38221551, 38205888, 38134227, 38125621, 38077311, 38060409, 38049464, 38048430, 38002130, 38001891, 38001623, 37987213, 37984216, 37906560, 37902841, 37888853, 37882232, 37875111, 37863876","10803046, 10802852, 10802804, 10802603, 10802558, 10802154, 10802049, 10801956, 10801737, 10801451, 10801072, 10801002, 10800294, 10799910, 10798995, 10798769, 10798151, 10798109, 10798086, 10798064"
"38259478, 38255946, 38254219, 38248808, 38248446, 38247798, 38241700, 38235705, 38232736, 38231064, 38226561, 38225592, 38224275, 38219497, 38216551, 38212708, 38203325, 38190940, 38188020, 38187051","10799935, 10798136, 10797961, 10796301, 10795055, 10794011, 10792193, 10790337, 10789499, 10788216, 10786821, 10786390, 10785779, 10785283, 10782516, 10782035, 10780887, 10780524, 10779310, 10778605"
"38260901, 38260539, 38260103, 38259358, 38259106, 38259066, 38258020, 38257897, 38257864, 38257851, 38257189, 38257151, 38257133, 38256945, 38256661, 38255939, 38255689, 38255513, 38255274, 38254686","10792238, 10784845, 10784652, 10776124, 10771385, 10764594, 10759376, 10757716, 10757488, 10751861, 10745972, 10743955, 10741520, 10741475, 10740747, 10739160, 10737220, 10734635, 10730595, 10728547, 10802171, 10801496, 10796459, 10794144, 10793675, 10793322, 10793321, 10793303, 10793280, 10791956, 10790817, 10790784, 10790564, 10787693, 10786678, 10785819, 10783111, 10783063, 10783061, 10783031"
"38261247, 38260951, 38260713, 38260583, 38260508, 38260413, 38259515, 38259281, 38259082, 38258917, 38258788, 38258596, 38258594, 38258120, 38258090, 38257841, 38257774, 38257396, 38257347, 38257332","10803070, 10802918, 10802845, 10802413, 10802208, 10802203, 10802180, 10802158, 10802109, 10802041, 10801829, 10801708, 10801686, 10801642, 10801558, 10801542, 10801527, 10801495, 10801391, 10801004, 10803057, 10803031, 10802969, 10802907, 10802852, 10802598, 10802398, 10802205, 10802110, 10802069, 10802051, 10802033, 10801908, 10801903, 10801880, 10801863, 10801856, 10801836, 10801744, 10801732"
"38260993, 38260695, 38260602, 38260171, 38257918, 38257160, 38256617, 38256185, 38256181, 38256069, 38255934, 38254542, 38254507, 38252513, 38250034, 38249477, 38248845, 38248829, 38247846, 38247527","10803171, 10803071, 10802983, 10802976, 10802907, 10802901, 10802894, 10802874, 10802811, 10802801, 10802229, 10802188, 10802178, 10802160, 10802109, 10802101, 10802069, 10801988, 10801962, 10801944"
"38260645, 38260510, 38258084, 38257923, 38257834, 38257809, 38257793, 38257758, 38257721, 38255005, 38252132, 38252058, 38251745, 38246173, 38245560, 38244227, 38240578, 38239028, 38238612, 38237058, 38106807, 38029089, 38022505, 38001408, 37949638, 37916638, 37843219, 37762624, 37608325, 37448101, 37410351, 37195657, 37096652, 37063855, 37052201, 36983516, 36890066, 36788014, 36772850, 36769020, 38261251, 38260997, 38260993, 38260940, 38260688, 38260624, 38260602, 38260537, 38260511, 38260413, 38260337, 38260335, 38260085, 38260083, 38260063, 38259965, 38259771, 38259565, 38259353, 38259266","10803071, 10803024, 10802780, 10801962, 10801662, 10801620, 10801575, 10801177, 10801125, 10800928, 10800818, 10800155, 10799941, 10799693, 10799291, 10798433, 10798276, 10797990, 10797437, 10797215"
"38194829, 38172906, 38154268, 38140671, 38115028, 38075893, 38029169, 37965263, 37948152, 37933481, 37889704, 37865382, 37833670, 37831331, 37740881, 37712503, 37634750, 37630531, 37542273, 37505682, 38260508, 38259969, 38257841, 38257774, 38254840, 38252514, 38252348, 38251644, 38251576, 38251202, 38249892, 38249297, 38247813, 38245530, 38244648, 38243250, 38242833, 38242263, 38240856, 38239354","10803180, 10803131, 10803102, 10803086, 10803008, 10802965, 10802941, 10802917, 10802891, 10802856, 10802804, 10802668, 10802591, 10802218, 10802113, 10802092, 10802090, 10802089, 10802029, 10802027, 10803097, 10803087, 10802947, 10801990, 10801986, 10801233, 10801228, 10801058, 10801054, 10801038, 10800948, 10800912, 10800469, 10800453, 10800419, 10800384, 10800349, 10800297, 10800259, 10799911"
"38259075, 38228587, 38188585, 38164400, 38113745, 38108377, 38101529, 38096729, 38076927, 38063415, 38051071, 38007896, 37965694, 37960282, 37941937, 37791411, 37779687, 37778491, 37741393, 37736746","10802103, 10802097, 10801686, 10801267, 10801046, 10800746, 10800298, 10798757, 10798607, 10797711, 10797618, 10797411, 10797179, 10796863, 10796714, 10796657, 10795284, 10795100, 10794728, 10793612, 10802683, 10802090, 10801855, 10800914, 10800228, 10800173, 10799708, 10798948, 10798690, 10798441, 10797909, 10797883, 10797879, 10797815, 10797361, 10797309, 10796669, 7615546, 10796182, 10795672"
"38259963, 38259358, 38259106, 38257958, 38257133, 38256232, 38255274, 38255253, 38254227, 38253929, 38253125, 38252188, 38252058, 38249480, 38248842, 38247937, 38247612, 38246956, 38244232, 38243954, 38260892, 38259673, 38246133, 38244232, 38243343, 38243335, 38242997, 38233815, 38233085, 38205047, 38173160, 38157274, 38157124, 38156010, 38147943, 38145055, 38129922, 38129049, 38114587, 38104504","10803015, 10802924, 10802920, 10802107, 10801966, 10801385, 10801320, 10801296, 10800761, 10800437, 10800198, 10798682, 10798621, 10798012, 10797997, 10797834, 10797215, 10797212, 10796260, 10796129, 10802508, 10801296, 10794600, 10791483, 10790082, 10783596, 10420436, 10414832, 10379469, 10775812, 10771264, 10766585, 10766219, 10762456, 10762197, 10760625, 10760612, 10757357, 10757049, 10756408"
"38260380, 38256159, 38255898, 38254695, 38253272, 38247539, 38247537, 38247469, 38246300, 38244663, 38244516, 38244399, 38244223, 38242263, 38242180, 38242037, 38241836, 38240458, 38240228, 38238728, 38259473, 38258637, 38250160, 38247491, 38246557, 38245002, 38243568, 38238383, 38233749, 38227477, 38226684, 38223990, 38213532, 38203264, 38201293, 38198571, 38196647, 38196325, 38194754, 38191763","10800673, 10799838, 10797449, 10794618, 10794395, 10793562, 10789239, 10784726, 10778951, 10778833, 10776484, 10775509, 10774769, 10772556, 10770102, 10769134, 10768260, 10764545, 10763501, 10762878, 10802780, 10801337, 10800205, 10797327, 10797181, 10794419, 10792355, 10792227, 10790693, 10788344, 10787685, 10787185, 10786451, 10785457, 10784430, 10781884, 10780786, 10779501, 10779341, 10778078"
"38260076, 38258553, 38258376, 38254227, 38247004, 38245844, 38244314, 38241045, 38240689, 38234954, 38233287, 38233085, 38231056, 38230049, 38229497, 38229398, 38228216, 38225571, 38223271, 38214911","10802982, 10802465, 10801992, 10801964, 10801817, 10801478, 10801443, 10801440, 10801415, 10800902, 10800868, 10800832, 10800634, 10800633, 10800148, 10800075, 10799931, 10799714, 10799381, 10799140, 10803018, 10801956, 10801627, 10801500, 10801353, 10801091, 10801020, 10800552, 10800376, 10800362, 10799550, 10798784, 10798227, 10798147, 10797947, 10797676, 10796830, 10796770, 10796709, 10796539"
"38261253, 38260362, 38255240, 38252904, 38251576, 38241393, 38240686, 38233074, 38231432, 38231412, 38226155, 38225555, 38224227, 38206570, 38201878, 38193077, 38192993, 38188600, 38182721, 38177255","10803173, 10803167, 10803104, 10803066, 10802982, 10802965, 10802950, 10802894, 10802861, 10802835, 10802831, 10802830, 10802808, 10802517, 10802515, 10802229, 10802160, 10802135, 10802133, 10802047"
"38258052, 38247218, 38235556, 38201301, 38201297, 38197634, 38186620, 38186138, 38186079, 38184075, 38176167, 38171838, 38171837, 38141832, 38132327, 38077381, 38064133, 38060717, 38059783, 38055674, 38206624, 38193233, 38099990, 38049505, 38014105, 37943208, 37918651, 37866525, 37705677, 37642435, 37600621, 37545316, 37498792, 37498787, 37468955, 37150300, 37080457, 37006203, 36914518, 36873370, 37866525, 37600621, 37468955, 36809004, 35651471, 35459547, 35386980, 35017216, 34926322, 34725841, 33576494, 33547931, 33497603, 32796496, 32732833, 32681650, 32578253, 32542789, 31837192, 31591751, 38206624, 38193233, 38099990, 38049505, 38014105, 37943208, 37918651, 37866525, 37705677, 37642435, 37600621, 37545316, 37498792, 37498787, 37468955, 37150300, 37080457, 37006203, 36914518, 36873370, 37600621, 37468955, 35651471, 35459547, 35386980, 35017216, 34926322, 32796496, 32542789, 32057766, 31568928, 31102539, 30337628, 28670695, 26306769, 26055721, 24909955, 22815061, 22702471, 22543951","10801527, 10801518, 10801391, 10800960, 10800914, 10800401, 10799834, 10799631, 10799499, 10798984, 10798399, 10798254, 10797224, 10796913, 10796662, 10796611, 10796492, 10796034, 10795828, 10795826, 10802982, 10802978, 10802929, 10802922, 10802849, 10802801, 10802776, 10802549, 10802141, 10802110, 10802075, 10801827, 10801824, 10801686, 10801538, 10801489, 10801486, 10801466, 10801440, 10801370"
"38028005, 37960219, 37947011, 37922515, 37897987, 37751225, 37536774, 37446647, 36777858, 36633516, 36509643, 36432451, 36397118, 36337003, 35656377, 35627704, 35481706, 35458207, 35371037, 35357106, 38261122, 38260993, 38260955, 38260063, 38259814, 38259353, 38257123, 38255427, 38255425, 38255411, 38255372, 38255359, 38255320, 38255269, 38255113, 38254797, 38254539, 38253221, 38253208, 38253051","10802952, 10802350, 10802205, 10802171, 10801990, 10801916, 10801847, 10801837, 10801813, 10801533, 10801249, 10800568, 10800034, 10799929, 10799862, 10799855, 10799847, 10799713, 10799313, 10799099, 10801217, 10799530, 10796816, 10779307, 10726167, 10745318, 10741376, 10740022, 10735689, 10730020, 10724736, 10724731, 10724211, 10720742, 10712476, 10710537, 10701953, 10691690, 10691387, 10690526"
"38156191, 37781371, 37682183, 37509568, 37293381, 37226775, 36958193, 36929886, 36158527, 35915676, 35836272, 35414749, 34985325, 34452507, 34397929, 34336721, 34329116, 34206262, 34200779, 33981035","10803166, 10802164, 10801940, 10800892, 10800354, 10800352, 10799939, 10799862, 10799409, 7615547, 10798505, 10798153, 10798113, 10797151, 10796992, 10796764, 10796559, 10796330, 10796234, 10795982, 10803024, 10802956, 10802724, 10802316, 10802298, 10802294, 10802224, 10802151, 10802099, 10802047, 10801990, 10801958, 10801847, 10801837, 10801813, 10801740, 10801647, 10801544, 10801484, 10801316"
"25602755, 10672500, 1380508, 38235736, 38184271, 38153260, 38124090, 38096285, 38068720, 38064556, 38059748, 38047281, 38014241, 38010368, 37945565, 37929036, 37924959, 37847672, 37819130, 37817939, 37816852, 37772676, 37733741","10803032, 10802914, 10801177, 10800605, 10800451, 10799428, 10798984, 10798517, 10798485, 10796598, 10796559, 10795824, 10794433, 10794361, 10792831, 10791733, 10790640, 10790344, 10790255, 10789576"
"37655912, 33260635, 29358499, 29061664, 27931747, 26497384, 25043943, 24386394, 23682166, 21423275, 20981284, 19162196, 17320232, 12867454, 1848300, 33260635","10803180, 10803148, 10803071, 10803068, 10803032, 10802939, 10802877, 10802876, 10802831, 10802799, 10802788, 10802787, 10802780, 10802778, 10802776, 10802686, 10802568, 10802552, 10802524, 10802522, 10803144, 10803057, 10803040, 10802979, 10802967, 10802879, 10802874, 10802654, 10802590, 10802188, 10802122, 10801647, 10801620, 10801575, 10801542, 10801471, 10801353, 10801343, 10801275, 10801170"
"38260564, 38259081, 38216734, 38183361, 38179905, 38053995, 38033043, 37977323, 37965267, 37961321, 37954611, 37894788, 37889753, 37848491, 37750230, 37726678, 37696912, 37572540, 37512944, 37483626","10803097, 10802975, 10802069, 10802009, 10801870, 10801599, 10801581, 10801290, 10801254, 10801024, 10800995, 10800976, 10800876, 10800850, 10800846, 10800736, 10800711, 10800675, 10800517, 10800515, 10803172, 10801599, 10801353, 10801245, 10801177, 10801072, 10801052, 10801024, 10800976, 10800701, 10800613, 10800459, 10799361, 10798283, 10797713, 10797706, 10797437, 10796564, 10792915, 10792639"
